id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,iso3,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low,gwnoa
80181.0,SRI-1989-1-256-12,1989,1.0,Clear,1.0,313.0,313.0,Sri Lanka (Ceylon): Government,674.0,674.0,Government of Sri Lanka - JVP,145.0,145.0,Government of Sri Lanka,281.0,281.0,JVP,-1.0,Reuters 4/7/1989 LEFTWING REBELS KILL 11 PEOPLE IN RENEWED VIOLENCE.,military sources,1.0,Hungama town,Hungama town,Southern province,Hambantota district,6.1087,80.9309,POINT (80.9309 6.1087),138762.0,Sri Lanka,LKA,780.0,Asia,1.0,1.0,1989-04-07,1989-04-07,4.0,0.0,0.0,0.0,4,4.0,4.0,780.0
75680.0,SRI-1989-1-256-11,1989,1.0,Clear,1.0,313.0,313.0,Sri Lanka (Ceylon): Government,674.0,674.0,Government of Sri Lanka - JVP,145.0,145.0,Government of Sri Lanka,281.0,281.0,JVP,-1.0,Reuters 4/7/1989 LEFTWING REBELS KILL 11 PEOPLE IN RENEWED VIOLENCE.,military sources,1.0,Lunugamwehera town,Lunugamwehera town,Southern province,Hambantota district,6.3434,81.2001,POINT (81.2001 6.3434),138763.0,Sri Lanka,LKA,780.0,Asia,1.0,1.0,1989-04-07,1989-04-07,6.0,0.0,1.0,0.0,7,7.0,7.0,780.0
75672.0,SRI-1989-1-256-14,1989,1.0,Clear,1.0,313.0,313.0,Sri Lanka (Ceylon): Government,674.0,674.0,Government of Sri Lanka - JVP,145.0,145.0,Government of Sri Lanka,281.0,281.0,JVP,-1.0,Reuters 4/17/1989 FOurKILLED IN CLASHES.,military sources s,3.0,Kurunegala district,Kurunegala district,North Western province,Kurunegala district,7.75,80.25,POINT (80.25 7.75),140921.0,Sri Lanka,LKA,780.0,Asia,1.0,1.0,1989-04-17,1989-04-17,0.0,1.0,0.0,0.0,1,1.0,1.0,780.0
73115.0,SRI-1989-1-256-13,1989,1.0,Clear,1.0,313.0,313.0,Sri Lanka (Ceylon): Government,674.0,674.0,Government of Sri Lanka - JVP,145.0,145.0,Government of Sri Lanka,281.0,281.0,JVP,-1.0,Reuters 4/17/1989 FOurKILLED IN CLASHES.,military sources s,1.0,Ratnapura town,Ratnapura,Sabaragamuwa province,Ratnapura district,6.666667,80.4,POINT (80.4 6.666667),139481.0,Sri Lanka,LKA,780.0,Asia,1.0,1.0,1989-04-17,1989-04-17,3.0,0.0,0.0,0.0,3,3.0,3.0,780.0
76809.0,SRI-1989-1-256-15,1989,1.0,Clear,1.0,313.0,313.0,Sri Lanka (Ceylon): Government,674.0,674.0,Government of Sri Lanka - JVP,145.0,145.0,Government of Sri Lanka,281.0,281.0,JVP,-1.0,Reuters 4/21/1989 LEFTIST REBELS ATTACK POLICE POST KILLING TWO.,police,1.0,Pitigala town,Pitigala town,Southern province,Galle district,6.3517,80.2162,POINT (80.2162 6.3517),138761.0,Sri Lanka,LKA,780.0,Asia,1.0,1.0,1989-04-21,1989-04-21,2.0,0.0,0.0,0.0,2,2.0,2.0,780.0
72274.0,SRI-1989-1-256-16.1,1989,1.0,Clear,1.0,313.0,313.0,Sri Lanka (Ceylon): Government,674.0,674.0,Government of Sri Lanka - JVP,145.0,145.0,Government of Sri Lanka,281.0,281.0,JVP,-1.0,Reuters 4/29/1989 TWO INDIAN SOLDIERS REPORTED KILLED BY TAMIL REBELS.,military sources,5.0,Southern Sri Lanka,Southern Sri Lanka,Unknown,Unknown,6.84446,80.828891,POINT (80.828891 6.84446),139482.0,Sri Lanka,LKA,780.0,Asia,1.0,1.0,1989-04-29,1989-04-29,1.0,0.0,0.0,0.0,1,1.0,1.0,780.0
72344.0,SRI-1989-1-256-16.2,1989,1.0,Clear,1.0,313.0,313.0,Sri Lanka (Ceylon): Government,674.0,674.0,Government of Sri Lanka - JVP,145.0,145.0,Government of Sri Lanka,281.0,281.0,JVP,-1.0,Reuters 4/29/1989 TWO INDIAN SOLDIERS REPORTED KILLED BY TAMIL REBELS.,military sources,5.0,Southern Sri Lanka,Southern Sri Lanka,Unknown,Unknown,6.84446,80.828891,POINT (80.828891 6.84446),139482.0,Sri Lanka,LKA,780.0,Asia,1.0,1.0,1989-04-29,1989-04-29,1.0,0.0,0.0,0.0,1,1.0,1.0,780.0
72470.0,SRI-1989-1-256-16.3,1989,1.0,Clear,1.0,313.0,313.0,Sri Lanka (Ceylon): Government,674.0,674.0,Government of Sri Lanka - JVP,145.0,145.0,Government of Sri Lanka,281.0,281.0,JVP,-1.0,Reuters 4/29/1989 TWO INDIAN SOLDIERS REPORTED KILLED BY TAMIL REBELS.,military sources,5.0,Southern Sri Lanka,Southern Sri Lanka,Unknown,Unknown,6.84446,80.828891,POINT (80.828891 6.84446),139482.0,Sri Lanka,LKA,780.0,Asia,1.0,1.0,1989-04-29,1989-04-29,1.0,0.0,0.0,0.0,1,1.0,1.0,780.0
76821.0,SRI-1989-1-256-17,1989,1.0,Clear,1.0,313.0,313.0,Sri Lanka (Ceylon): Government,674.0,674.0,Government of Sri Lanka - JVP,145.0,145.0,Government of Sri Lanka,281.0,281.0,JVP,-1.0,Reuters 5/5/1989 LEFTWING REBELS STRIKE AS TAMILS RESUME SRI LANKAN TALKS.,military sources,3.0,Polonnaruwa district,Polonnaruwa district,North Central province,Polonnaruwa district,8.0,81.0,POINT (81 8),141643.0,Sri Lanka,LKA,780.0,Asia,1.0,1.0,1989-05-05,1989-05-05,3.0,0.0,0.0,0.0,3,3.0,3.0,780.0
75677.0,SRI-1989-1-256-18,1989,1.0,Clear,1.0,313.0,313.0,Sri Lanka (Ceylon): Government,674.0,674.0,Government of Sri Lanka - JVP,145.0,145.0,Government of Sri Lanka,281.0,281.0,JVP,-1.0,"Reuters 5/28/1989 THREE SOLDIERS, CIVILIAN DIE IN LANDMINE ATTACK IN SRI LANKA.",military sources,1.0,Lagalla locality,Lagalla locality,Central province,Matale district,7.5381,80.7282,POINT (80.7282 7.5381),140922.0,Sri Lanka,LKA,780.0,Asia,1.0,1.0,1989-05-27,1989-05-27,3.0,0.0,1.0,0.0,4,4.0,4.0,780.0
71960.0,SRI-1989-1-256-19,1989,1.0,Clear,1.0,313.0,313.0,Sri Lanka (Ceylon): Government,674.0,674.0,Government of Sri Lanka - JVP,145.0,145.0,Government of Sri Lanka,281.0,281.0,JVP,-1.0,Reuters 6/1/1989 SRI LANKA WANTS INDIAN TROOPS OUT BEFORE END OF JULY.,,1.0,Colombo city,Colombo city,Western province,Colombo district,6.931944,79.847778,POINT (79.847778 6.931944),139480.0,Sri Lanka,LKA,780.0,Asia,1.0,1.0,1989-06-01,1989-06-01,2.0,0.0,0.0,0.0,2,2.0,2.0,780.0
71972.0,SRI-1989-1-256-20,1989,1.0,Clear,1.0,313.0,313.0,Sri Lanka (Ceylon): Government,674.0,674.0,Government of Sri Lanka - JVP,145.0,145.0,Government of Sri Lanka,281.0,281.0,JVP,-1.0,Reuters 6/1/1989 SRI LANKA TO ASK INDIAN TROOPS TO WITHDRAW BY END OF JULY.,,1.0,Colombo city,Colombo city,Western province,Colombo district,6.931944,79.847778,POINT (79.847778 6.931944),139480.0,Sri Lanka,LKA,780.0,Asia,1.0,1.0,1989-06-01,1989-06-01,1.0,0.0,1.0,0.0,2,2.0,2.0,780.0
72045.0,SRI-1989-1-256-22,1989,1.0,Clear,1.0,313.0,313.0,Sri Lanka (Ceylon): Government,674.0,674.0,Government of Sri Lanka - JVP,145.0,145.0,Government of Sri Lanka,281.0,281.0,JVP,-1.0,Reuters 6/11/1989 LEFTIST GUERRILLAS KILL POLICEMAN AND POLITICIAN IN COLOMBO.,,1.0,Colombo city,Colombo city,Western province,Colombo district,6.931944,79.847778,POINT (79.847778 6.931944),139480.0,Sri Lanka,LKA,780.0,Asia,1.0,1.0,1989-06-11,1989-06-11,1.0,0.0,0.0,0.0,1,1.0,1.0,780.0
83094.0,SRI-1989-1-256-21,1989,1.0,Clear,1.0,313.0,313.0,Sri Lanka (Ceylon): Government,674.0,674.0,Government of Sri Lanka - JVP,145.0,145.0,Government of Sri Lanka,281.0,281.0,JVP,-1.0,Reuters 6/11/1989 LEFTIST GUERRILLAS KILL POLICEMAN AND POLITICIAN IN COLOMBO.,police,2.0,Colombo city,Colombo  city (near),Western province,Colombo district,6.931944,79.847778,POINT (79.847778 6.931944),139480.0,Sri Lanka,LKA,780.0,Asia,1.0,1.0,1989-06-11,1989-06-11,1.0,0.0,0.0,0.0,1,1.0,1.0,780.0
74899.0,SRI-1989-1-256-23,1989,1.0,Clear,1.0,313.0,313.0,Sri Lanka (Ceylon): Government,674.0,674.0,Government of Sri Lanka - JVP,145.0,145.0,Government of Sri Lanka,281.0,281.0,JVP,-1.0,"Reuters 6/17/1989 LEFTIST REBELS KILL POLICEMAN, WOUND SOLDIERS IN SRI LANKA.",police,1.0,Dehiwala suburb,Dehiwala suburb,Western province,Colombo district,6.8523,79.8656,POINT (79.8656 6.8523),139480.0,Sri Lanka,LKA,780.0,Asia,1.0,1.0,1989-06-17,1989-06-17,1.0,0.0,0.0,0.0,1,1.0,1.0,780.0
72075.0,SRI-1989-1-256-24,1989,1.0,Clear,1.0,313.0,313.0,Sri Lanka (Ceylon): Government,674.0,674.0,Government of Sri Lanka - JVP,145.0,145.0,Government of Sri Lanka,281.0,281.0,JVP,-1.0,"Reuters 6/17/1989 LEFTIST REBELS KILL POLICEMAN, WOUND SOLDIERS IN SRI LANKA.",,1.0,Kaduwela town,Kaduwela town,Western province,Colombo district,6.9339,79.982,POINT (79.982 6.9339),139480.0,Sri Lanka,LKA,780.0,Asia,1.0,1.0,1989-06-17,1989-06-17,0.0,1.0,0.0,0.0,1,1.0,1.0,780.0
77939.0,SRI-1989-1-256-25,1989,1.0,Clear,1.0,313.0,313.0,Sri Lanka (Ceylon): Government,674.0,674.0,Government of Sri Lanka - JVP,145.0,145.0,Government of Sri Lanka,281.0,281.0,JVP,-1.0,"Reuters 6/20/1989 SIX POLICEMAN, TWO CHILDREN KILLED IN SRI LANKAN REBEL STRIKE.",officials,4.0,North Western province,north-western province,North Western province,Unknown,7.75,80.166667,POINT (80.166667 7.75),140921.0,Sri Lanka,LKA,780.0,Asia,1.0,1.0,1989-06-19,1989-06-19,6.0,0.0,2.0,0.0,8,8.0,8.0,780.0
75008.0,SRI-1989-1-256-26,1989,1.0,Clear,1.0,313.0,313.0,Sri Lanka (Ceylon): Government,674.0,674.0,Government of Sri Lanka - JVP,145.0,145.0,Government of Sri Lanka,281.0,281.0,JVP,-1.0,Reuters 6/25/1989 SRI LANKAN PARLIAMENTARIAN KILLED IN LEFTIST GUN ATTACK.,police,1.0,Hewaheta locality,Hewaheta locality,Central province,Nuwara Eliya district,7.107,80.7648,POINT (80.7648 7.107),140202.0,Sri Lanka,LKA,780.0,Asia,1.0,1.0,1989-06-25,1989-06-25,2.0,0.0,1.0,0.0,3,3.0,3.0,780.0
73403.0,SRI-1989-1-256-27,1989,1.0,Clear,1.0,313.0,313.0,Sri Lanka (Ceylon): Government,674.0,674.0,Government of Sri Lanka - JVP,145.0,145.0,Government of Sri Lanka,281.0,281.0,JVP,-1.0,Reuters 6/28/1989 TAMIL REBELS AND SRI LANKAN GOVERNMENT CEASE HOSTILITIES.,police,1.0,Galle town,Galle town,Southern province,Galle district,6.0367,80.217,POINT (80.217 6.0367),138761.0,Sri Lanka,LKA,780.0,Asia,1.0,1.0,1989-06-28,1989-06-28,2.0,0.0,0.0,3.0,5,5.0,5.0,780.0
77717.0,SRI-1989-1-256-28,1989,1.0,Clear,1.0,313.0,313.0,Sri Lanka (Ceylon): Government,674.0,674.0,Government of Sri Lanka - JVP,145.0,145.0,Government of Sri Lanka,281.0,281.0,JVP,-1.0,"Reuters 7/5/1989 SRI LANKA MOBILISES VOLUNTEERS, IMPOSES CENSORSHIP.",police,6.0,Sri Lanka,Sri Lanka,Unknown,Unknown,7.0,81.0,POINT (81 7),140203.0,Sri Lanka,LKA,780.0,Asia,1.0,1.0,1989-07-05,1989-07-05,4.0,0.0,0.0,0.0,4,4.0,4.0,780.0
74596.0,SRI-1989-1-256-29,1989,1.0,Clear,1.0,313.0,313.0,Sri Lanka (Ceylon): Government,674.0,674.0,Government of Sri Lanka - JVP,145.0,145.0,Government of Sri Lanka,281.0,281.0,JVP,-1.0,Reuters 7/7/1989 SRI LANKAN OPPOSITION TO CALL ForGOVERNMENT'S RESIGNATION.,military sources,1.0,Avissawella town,Avissawella town,Western province,Colombo district,6.953,80.2075,POINT (80.2075 6.953),139481.0,Sri Lanka,LKA,780.0,Asia,1.0,1.0,1989-07-06,1989-07-06,4.0,0.0,0.0,0.0,4,4.0,4.0,780.0
72774.0,SRI-1989-1-256-31,1989,1.0,Clear,1.0,313.0,313.0,Sri Lanka (Ceylon): Government,674.0,674.0,Government of Sri Lanka - JVP,145.0,145.0,Government of Sri Lanka,281.0,281.0,JVP,-1.0,Reuters 7/24/1989 SRI LANKAN MONKS VOW TO HELP REMOVE INDIAN TROOPS.,,1.0,Polonnaruwa town,Polonnaruwa town,North Central province,Polonnaruwa district,7.93965,81.002744,POINT (81.002744 7.93965),140923.0,Sri Lanka,LKA,780.0,Asia,1.0,1.0,1989-07-23,1989-07-23,5.0,0.0,1.0,0.0,6,6.0,6.0,780.0
74842.0,SRI-1989-1-256-30,1989,1.0,Clear,1.0,313.0,313.0,Sri Lanka (Ceylon): Government,674.0,674.0,Government of Sri Lanka - JVP,145.0,145.0,Government of Sri Lanka,281.0,281.0,JVP,-1.0,"Reuters 7/24/1989 SRI LANKAN MONKS VOW TO HELP REMOVE INDIAN TROOPS. // Reuters 1 August 1989 ""NINETEEN KILLED IN SRI LANKA BY SUSPECTED SINHALESE REBELS.",Deputy Information Minister A.J.Ranasinghe said.,1.0,Colombo city,Colombo city,Western province,Colombo district,6.931944,79.847778,POINT (79.847778 6.931944),139480.0,Sri Lanka,LKA,780.0,Asia,1.0,1.0,1989-07-23,1989-07-23,1.0,0.0,0.0,0.0,1,1.0,1.0,780.0
77719.0,SRI-1989-1-256-32,1989,1.0,Clear,1.0,313.0,313.0,Sri Lanka (Ceylon): Government,674.0,674.0,Government of Sri Lanka - JVP,145.0,145.0,Government of Sri Lanka,281.0,281.0,JVP,-1.0,Reuters 7/26/1989 TAMIL REBELS KILL 14 INDIAN SOLDIERS IN EAST SRI LANKA ATTACK.,military sources,6.0,Sri Lanka,Sri Lanka,Unknown,Unknown,7.0,81.0,POINT (81 7),140203.0,Sri Lanka,LKA,780.0,Asia,2.0,2.0,1989-07-25,1989-07-26,4.0,0.0,0.0,0.0,4,4.0,4.0,780.0
76060.0,SRI-1989-1-256-33,1989,1.0,Clear,1.0,313.0,313.0,Sri Lanka (Ceylon): Government,674.0,674.0,Government of Sri Lanka - JVP,145.0,145.0,Government of Sri Lanka,281.0,281.0,JVP,-1.0,Reuters 7/31/1989 INDIAN TROOPS KILL 33 TAMIL REBELS IN SRI LANKAN GUNBATTLE.,police,3.0,Matale district,Matale district,Central province,Matale district,7.6598,80.7073,POINT (80.7073 7.6598),140922.0,Sri Lanka,LKA,780.0,Asia,1.0,1.0,1989-07-30,1989-07-30,3.0,0.0,2.0,0.0,5,5.0,5.0,780.0
72046.0,SRI-1989-1-256-34,1989,1.0,Clear,1.0,313.0,313.0,Sri Lanka (Ceylon): Government,674.0,674.0,Government of Sri Lanka - JVP,145.0,145.0,Government of Sri Lanka,281.0,281.0,JVP,-1.0,"Reuters 8/3/1989 SRI LANKAN SECURITY FORCES ARREST 300, REBELS KILL 25.",,1.0,Colombo city,Colombo city,Western province,Colombo district,6.931944,79.847778,POINT (79.847778 6.931944),139480.0,Sri Lanka,LKA,780.0,Asia,1.0,1.0,1989-08-02,1989-08-02,4.0,1.0,0.0,0.0,5,5.0,5.0,780.0
71992.0,SRI-1989-1-256-35,1989,1.0,Clear,1.0,313.0,313.0,Sri Lanka (Ceylon): Government,674.0,674.0,Government of Sri Lanka - JVP,145.0,145.0,Government of Sri Lanka,281.0,281.0,JVP,-1.0,"Reuters 8/5/1989 14 INDIANS, 25 CIVILIANS KILLED IN SRI LANKA, SAY REBELS.",officials,4.0,Southern province,Southern province,Southern province,Unknown,6.166667,80.75,POINT (80.75 6.166667),138762.0,Sri Lanka,LKA,780.0,Asia,2.0,2.0,1989-08-04,1989-08-05,3.0,0.0,0.0,0.0,3,3.0,3.0,780.0
72539.0,SRI-1989-1-256-36,1989,1.0,Clear,1.0,313.0,313.0,Sri Lanka (Ceylon): Government,674.0,674.0,Government of Sri Lanka - JVP,145.0,145.0,Government of Sri Lanka,281.0,281.0,JVP,-1.0,Reuters 8/6/1989 REBELS AND GOVERNMENT MILITIA KILL 54 IN SRI LANKAN ATTACKS.,military sources,5.0,Southern Sri Lanka,Southern Sri Lanka,Unknown,Unknown,6.84446,80.828891,POINT (80.828891 6.84446),139482.0,Sri Lanka,LKA,780.0,Asia,1.0,1.0,1989-08-05,1989-08-05,0.0,0.0,0.0,0.0,0,10.0,0.0,780.0
77720.0,SRI-1989-1-256-37,1989,1.0,Clear,1.0,313.0,313.0,Sri Lanka (Ceylon): Government,674.0,674.0,Government of Sri Lanka - JVP,145.0,145.0,Government of Sri Lanka,281.0,281.0,JVP,-1.0,Reuters 8/7/1989 MORE INDIAN TROOPS LEAVE SRI LANKA.,military sources,6.0,Sri Lanka,Sri Lanka,Unknown,Unknown,7.0,81.0,POINT (81 7),140203.0,Sri Lanka,LKA,780.0,Asia,1.0,1.0,1989-08-05,1989-08-05,0.0,0.0,0.0,0.0,0,32.0,0.0,780.0
77721.0,SRI-1989-1-256-106,1989,1.0,Clear,1.0,313.0,313.0,Sri Lanka (Ceylon): Government,674.0,674.0,Government of Sri Lanka - JVP,145.0,145.0,Government of Sri Lanka,281.0,281.0,JVP,-1.0,Reuters 8/7/1989 MORE INDIAN TROOPS LEAVE SRI LANKA.,military sources,6.0,Sri Lanka,Sri Lanka,Unknown,Unknown,7.0,81.0,POINT (81 7),140203.0,Sri Lanka,LKA,780.0,Asia,1.0,1.0,1989-08-06,1989-08-06,0.0,0.0,0.0,0.0,0,24.0,0.0,780.0
73376.0,SRI-1989-1-256-38,1989,1.0,Clear,1.0,313.0,313.0,Sri Lanka (Ceylon): Government,674.0,674.0,Government of Sri Lanka - JVP,145.0,145.0,Government of Sri Lanka,281.0,281.0,JVP,-1.0,"Reuters 8/10/1989 SRI LANKAN REBELS RAID POLICE POST, SEIZE GUNS.",military sources,1.0,Bentota town,Bentota town,Southern province,Galle district,6.4254,79.9948,POINT (79.9948 6.4254),138760.0,Sri Lanka,LKA,780.0,Asia,1.0,1.0,1989-08-09,1989-08-09,2.0,0.0,0.0,0.0,2,2.0,2.0,780.0
72063.0,SRI-1989-1-256-39,1989,1.0,Clear,1.0,313.0,313.0,Sri Lanka (Ceylon): Government,674.0,674.0,Government of Sri Lanka - JVP,145.0,145.0,Government of Sri Lanka,281.0,281.0,JVP,-1.0,Reuters 8/13/1989 LEFTWING REBELS KILL TELEVISION JOURNALIST IN SRI LANKA.,police,1.0,Ahangama town,Ahangama town,Southern province,Galle district,5.9715,80.3601,POINT (80.3601 5.9715),138041.0,Sri Lanka,LKA,780.0,Asia,1.0,1.0,1989-08-12,1989-08-12,1.0,0.0,0.0,0.0,1,1.0,1.0,780.0
77722.0,SRI-1989-1-256-40,1989,1.0,Clear,1.0,313.0,313.0,Sri Lanka (Ceylon): Government,674.0,674.0,Government of Sri Lanka - JVP,145.0,145.0,Government of Sri Lanka,281.0,281.0,JVP,-1.0,Reuters 8/13/1989 THIRTY-FIVE KILLED IN SRI LANKAN VIOLENCE.,police,6.0,Sri Lanka,Sri Lanka,Unknown,Unknown,7.0,81.0,POINT (81 7),140203.0,Sri Lanka,LKA,780.0,Asia,1.0,1.0,1989-08-13,1989-08-13,2.0,0.0,0.0,0.0,2,2.0,2.0,780.0
75369.0,SRI-1989-1-256-41,1989,1.0,Clear,1.0,313.0,313.0,Sri Lanka (Ceylon): Government,674.0,674.0,Government of Sri Lanka - JVP,145.0,145.0,Government of Sri Lanka,281.0,281.0,JVP,-1.0,Reuters 8/14/1989 SIXTY PEOPLE KILLED IN SRI LANKAN VIOLENCE.,,3.0,Kandy district,Kandy district,Central province,Kandy district,7.3044,80.7073,POINT (80.7073 7.3044),140202.0,Sri Lanka,LKA,780.0,Asia,1.0,1.0,1989-08-13,1989-08-13,2.0,0.0,0.0,0.0,2,2.0,2.0,780.0
